,Unnamed: 0,CONTENTID,CONTENTTYPEID,CAT1,CAT2,CAT3,TITLE,SIDOCODE,SIGUNGUCODE,ADDRESS,CREATEDTIME,MODIFIEDTIME,MAPX,MAPY,MLEVEL,FIRSTIMAGE,MCATEGORY,SCATEGORY,SEARCHCOUNT,OVERVIEW,DATA
149,149,2773382,14,A02,A0206,A02060300,서울기록원,1,1022,서울특별시 은평구 통일로62길 7 (녹번동),20200000000000.0,20200000000000.0,126.9344461,37.60727928,6,http://tong.visitkorea.or.kr/cms/resource/70/2780470_image2_1.jpg,문화관광,전시시설,5850,"서울 기록원은 서울특별시 시정 기록과 서울 시민의 기억과 기록을 수집하여 전문적으로 보존, 관리하고 대시민 기록정보 서비스를 제공하는 공공 아카이브다. 기록의 이관과 수집, 기록 보존과 복원, 기록 관리 교육, 전시와 강연, 세미나, 워크숍 등 다양한 프로그램을 운영하고 있다. 견학 프로그램은 서울 기록원과 일정, 방문 인원, 프로그램 등을 사전 협의하며 예약제로 운영된다.",기록 시정 기록 기억 기록 수집 전문 보존 관리 기록 정보 서비스 제공 공공 아카이브 기록 수집 기록 보존 복원 기록 관리 교육 강연 세미나 워크숍 프로그램 운영 견학 프로그램 기록 일정 방문 인원 프로그램 협의 제로 운영
150,150,2762871,14,A02,A0206,A02060200,이화여고100주년기념관,1,1024,서울특별시 중구 정동길 26 (정동),20200000000000.0,20200000000000.0,126.9713189,37.56588197,6,http://tong.visitkorea.or.kr/cms/resource/20/2787820_image2_1.jpg,문화관광,전시시설,5752,"서울 중구 정동길 이화여고 동문 옆에 있는 이화여고 100주년기념관은 1975년의 화재로 철거된 프라이홀(Frey Hall) 자리에 건립한 교육관이다. 화재로 철거되기 전까지 프라이홀은 구(舊) 손탁호텔(Sontag Hotel)을 대신하여 기숙사와 실험실, 교실 등으로 활용되었다. 1986년에는 개교 100주년 기념행사를 했고 프라이홀의 복원을 위한 졸업생들의 오랜 노력 끝에 2004년 이화여고 100주년기념관이 준공되었다. 지하 1층, 지상 5층의 멀티미디어 교육관으로 갤러리, 카페, 음악실, 개인연습실, 시청각실, 공동작업실, 교사연구실 등의 다양한 시설들을 갖추고 있다. 1층과 2층의 화암홀은 공연에 적합한 최신 시설과 장비를 갖추고 있어 뮤지컬, 콘서트 등 다채로운 공연과 교육 행사 장소로 이용되고 있다.",중구 정동 길 이화여고 동문 이화여고 주년 기념관 화재 철거 프라이 홀 건립 교육 화재 철거 프라이 홀 구 손탁 호텔 대신 기숙사 실험실 활용 개교 주년 기념 행사 프라이 홀 복원 졸업생 노력 이화여고 주년 기념관 준공 지하 지상 멀티미디어 교육 갤러리 카페 음악실 개인 연습실 시청각 실 공동 작업실 교사 연구실 시설 화암 홀 공연 최신 시설 장비 뮤지컬 콘서트 채 공연 교육 행사 장소
151,151,2761745,12,A02,A0202,A02020700,송파구자원순환공원,1,1018,서울특별시 송파구 헌릉로 793 (장지동),20200000000000.0,20200000000000.0,127.1243466,37.47091519,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,문화관광,도시공원,5681,"서울 송파구 장지동에 있는 5개 동 40,024.87㎡ 규모의 자원순환공원은 종합폐기물 처리시설을 갖춘 현대식 건물과 공원으로 조성해 놓은 테마공원이다. 장지동 일대 재활용 쓰레기, 음식물 처리시설과 대형 폐기물 및 생활 폐기물 처리시설을 갖춘 곳으로, 첨단 시설 처리 시스템을 도입하고 친환경 테마공원으로 조성하여 각종 체험 프로그램도 운영해 주민 친화적인 공간으로 이용되고 있다. 자원순환 홍보관에서는 자원순환과 환경보전의 중요성을 일깨워 주는 상시 체험과 전시공간이 있다.",송파구 장지동 개 규모 자원 환공 종합 폐기물 처리 시설 현대 건물 공원 조성 테마 공원 장지동 일대 재활용 음식물 처리 시설 대형 폐기물 생활 폐기물 처리 시설 첨단 시설 처리 도입 친환경 테마 공원 조성하 각종 체험 프로그램 운영 주민 적 공간 자원 순환 홍보 자원 순환 환경보전 중요성 상시 체험 시공간
152,152,2764323,14,A02,A0206,A02060100,은평역사한옥박물관,1,1022,서울특별시 은평구 연서로50길 8 (진관동),20200000000000.0,20200000000000.0,126.9380365,37.64039771,6,http://tong.visitkorea.or.kr/cms/resource/20/2780520_image2_1.jpg,문화관광,전시시설,5600,은평역사한옥 박물관에는 실제 한옥(집)과 한옥의 건축과정 및 과학성 등이 전시된 한옥 전시실이 있다. 특히 은평 지역의 역사가 담긴 생활 양식과 문화유산을 보존하고 있는데 은평 뉴타운 개발 당시 거주했던 고대인들의 생활 양식을 엿볼 수 있는 유물이 발굴되면서 한옥 박물관 조성 후 발굴되었던 유물을 전시하고 있다. 북한산 진관사 가는길 하나고등학교 맞은편에 위치해 있다.,은평 역사 옥 박물관 실제 옥 옥 건축 과정 과학 옥 실 은평 역사 생활 양식 문화유산 보존 은평 뉴타운 개발 당시 거주 대인 생활 양식 유물 발굴 옥 박물관 조성 발굴 유물 북한 산 진 관사 하나 맞은편
153,153,127215,12,A02,A0201,A02010700,양천향교,1,1004,서울특별시 강서구 양천로47나길 53 ,20000000000000.0,20200000000000.0,126.8400029,37.57295936,6,http://tong.visitkorea.or.kr/cms/resource/18/2661818_image2_1.jpg,역사관광,역사유적지,5505,"양천향교는 서울에 유일하게 남은 향교로, 서울특별시 기념물로 지정되어 있는 곳이다. 조선조 태종 12년(1411)에 창건돼 노후된 것을 지난 81년에 전면 복원했다. 건물로는 대성전(大成殿)을 비롯, 명륜당(明倫堂), 전사청(典祀廳), 동재(東齋), 서재(西齋), 내삼문(內三門), 외삼문(外三門)과 부속건물 등 8동이 있다. 현재 양천향교에서는 봄과 가을 2회에 걸쳐 석전(釋奠)을 봉행하고 있으며, 이와 함께 지역주민과 초, 중학생을 대상으로 한문과 서예 및 사군자 등을 가르치는 등 청소년의 인성교육 및 옛 전통문화 재현에 노력하고 있다. 주변의 겸재정선미술관, 궁산땅굴역사전시관 등과 연계 가능하며 서울도보해설관광 양천로 겸재정선 코스에 포함되어 있다.<br>",양천향교 향교 기념물 지정 조선조 태종 창건 노후 지난 전면 복원 건물 대성전 비롯 명륜당 전사 청 재 서재 문 문 부속 건물 동이 현재 양천향교 봄 가을 봉행 주민 초 한문 서예 사군자 청소년 인성 교육 전통문화 재현 노력 주변 겸재 정선 미술관 궁산 땅굴 역사 전시관 계 해설 관광 양 겸재 정선 코스 포함
154,154,130577,14,A02,A0206,A02060500,갤러리라메르,1,1023,서울특별시 종로구 인사동5길 26 (관훈동),20100000000000.0,20200000000000.0,126.984848,37.5725731,6,http://tong.visitkorea.or.kr/cms/resource/07/2022407_image2_1.jpg,문화관광,전시시설,5461,"갤러리 라메르 (Gallery La Mer)는 ‘La Mer’ 라는 이름처럼 다양한 장르의 미술을 넓게 포용하여, 생활 속에 자연스럽게 스며드는 미술 문화의 보급에 앞장서고자 한다. 2001년 10월에 사설 갤러리로서는 국내 최대 규모(총 240평)로 개관한 이래, 다채로운 기획전 및 수준 높은 대관전들을 선보여 온 갤러리 라메르는 빠르게 변화해 가는 현대 미술을 조망할 수 있는 다양한 전시와 더불어, 우리의 정서와 미감을 현대적으로 해석한 참신한 기획전을 통하여, 우리 미술의 정체성 확립 및 대중화에 기여하고자 한다.",갤러리 메르 이름 장르 미술 포 생활 자연 미술 문화 보급 사설 갤러리 국내 규모 총 개관 채 기획전 수준 관전 갤러리 메르 변화 현대 미술 정서 미감 현대 해석 기획전 미술 정체 확립 대중화 기여
155,155,2774464,12,A02,A0202,A02020700,잠실유수지공원,1,1018,서울특별시 송파구 탄천동로 211 (잠실동),20200000000000.0,20200000000000.0,127.0789109,37.5031523,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,문화관광,도시공원,5459,"서울 송파구 잠실 유수지의 생태복원 공사를 통해 조성된 도심 속 생태공원이다. 유수지 내 습지 6,700㎡에는 갈대와 물억새 등 17종의 우리나라 자생 화초류를 식재되어 있고 주민들의 휴식을 위한 산책로와 벤치, 운동기구 등이 있어 송파구 서부권 지역인 잠실본동과 가락동 일대 주민들을 위한 친근한 생활공간으로 이용되고 있다. 공원 바로 옆에는 주민들을 위한 체육시설로 유소년야구장, 인조잔디축구장, 소프트테니스장, 족구장, 농구장, 다목적구장(풋살 등), 파크골프연습장 등이 조성되어 있다.",송파구 잠실 유수지 생태 복원 공사 조성 도심 생태 공원 유수지 습지 갈대 물 억새 종 우리나라 자생 화초 류 주민 휴식 산책로 벤치 운동 기구 송파구 서부 잠실 본동 가락동 일대 주민 생활 공간 공원 바로 주민 시설 유 소년 야구장 축구장 소프트 테니스장 족구 농구장 목적구 풋살 파크 골프 연습장 조성
156,156,2773265,14,A02,A0206,A02060500,K현대미술관,1,1001,서울특별시 강남구 선릉로 807 (신사동),20200000000000.0,20200000000000.0,127.0391111,37.5243519,6,http://tong.visitkorea.or.kr/cms/resource/79/2778979_image2_1.jpg,문화관광,전시시설,5376,"서울 강남구 압구정동 중심에 위치한 K현대미술관은 6개 층 전시장 4,959㎡ 규모의 사립 미술관이다. <br>현대미술의 실험적이고, 다학문적인 플랫폼이며 현대 사회의 대화의 장이 될 수 있는 역할을 수행 하는 것을 목표로 다양한 국내외 아티스트들의 도전적 시도를 존중하며 실험적 전시를 대중에게 소개하고 있다.<br>홈페이지를 통해 현재 진행 중인 전시를 확인하고 방문할 것을 권장한다.",강남구 압구정동 중심 미술관 개 전시장 규모 사립 미술관 미술 실험 학문 플랫폼 현대 사회 대화 역할 수행 목표 국내외 아티스트 도전 시도 존중 실험 대중 소개 현재 진행 중인 확인 방문 권장
157,157,2739477,14,A02,A0206,A02060200,윤동주문학관,1,1023,서울특별시 종로구 창의문로 119 (청운동),20200000000000.0,20200000000000.0,126.9671658,37.59218162,6,http://tong.visitkorea.or.kr/cms/resource/03/2779503_image2_1.jpg,문화관광,전시시설,5311,"<별 헤는 밤>, <자화상>, <또 다른 고향> 등 한국인이 사랑하는 민족 저항 시인 윤동주의 발자취와 세상을 향한 그의 시선을 기억하고자 2012년 세워졌다. 인왕산 자락에 버려져 있던 청운수도가압장과 물탱크를 의미 있게 리모델링 한 곳으로, 2012년 대한민국 공공건축상, 2014년 서울시 건축상을 수상하고, 2015년에는 현충시설로 지정되면서 공간의 가치와 더불어 그 의미도 주목받고 있다.",별 헤 밤 자화상 다른 고향 한국인 사랑 민족 저항 시인 윤동주 발자취 세상 시선 기억 인왕산 자락 청운 수도 가압 물탱크 의미 리 모델링 대한민국 건축상 건축상 현충시설 지정 공간 가치 의미 주목
158,158,2714856,12,A02,A0202,A02020700,용양봉저정공원,1,1012,서울특별시 동작구 현충로 16 (본동),20200000000000.0,20200000000000.0,126.9575328,37.51248793,6,http://tong.visitkorea.or.kr/cms/resource/52/2714852_image2_1.jpg,문화관광,도시공원,5303,"이곳은 조선의 22대왕 정조가 수원화성 행차 때 쉬던 용봉정저정 주변을 공원으로 조성한 곳으로 한강 및 서울 시내의 아름다운 경관을 주야간 조망 할 수 있는 명소이다. 주요시설은 하늘전망대, 자연놀이터, 연못, 탐방로(데크로드), 전망포토존 등이 있고, 어린이를 위한 자연놀이터는 가족단위의 이용에도 적합하다. 2022년말 준공예정인 옥상전망대에는 이용자의 편의를 위해 매점, 카페 등이 운영될 예정이다. 또한, 주변에 서울시 유형문화재 제6호인 용봉정저정, 효사정, 노들섬, 노들나루공원 등이 있어 볼거리를 제공한다.<br>",조선 대왕 정조 수원화성 행차 봉정 주변 공원 조성 한강 경관 야간 명소 시설 하늘 전망대 자연 놀이터 연못 탐방 데크 로드 전망 포토 존 어린이 자연 놀이터 가족 단위 준공 예정 옥상 전망대 이용자 편의 매점 카페 운영 예정 또한 주변 유형문화재 제 호인 봉정 효 사정 노들섬 노들나루 공원 볼거리 제공
159,159,774675,14,A02,A0206,A02060500,겸재정선미술관,1,1004,서울특별시 강서구 양천로47길 36 (가양동),20100000000000.0,20200000000000.0,126.8384725,37.57228163,6,http://tong.visitkorea.or.kr/cms/resource/28/1570628_image2_1.jpg,문화관광,전시시설,5157,"겸재정선미술관은 연면적 3,305.29㎡의 지하1층, 지상3층 건물로 1층에는 양천현아실, 기획전시실이 마련되어 있어 양천과 정선의 인연에 대해 소개하였고 기획전시실이 있어서 유수한 작가의 전시가 가능하다. 2층에는 정선의 생애 및 작품을 살펴볼 수 있는 겸재기념관실과 정선이 여행한 전국과 그의 작품 속에 나타나는 장소의 현재와 과거의 변화된 모습을 비교해볼 수 있다. 겸재기념실 외에도 체험실, 영상실이 마련되어 있어 직접 정선작품을 학습하고 체험할 수 있다. 3층에는 카페테리아, 뮤지움 숍, 다목적실, 수유실이 있어서 관람객이 다양하게 즐길 수 있다. 다목적실은 영상시청, 강의 및 세미나, 전시가 모두 가능하며 대관 장소로 활용하고 있다.<br>",겸재 정선 미술관 면적 지하 지상 건물 양천현 기획전 실 마련 양천 정선 인연 대해 소개 기획전 실 유수 작가 정선 생애 작품 겸재 기념관 실과 정선 여행 전국 작품 장소 현재 과거 변화 모습 비교 겸재 기념 실 체험 실 상실 마련 직접 정선 작품 학습 체험 카페테리아 뮤지 움 숍 목적 실 유실 관람객 목적 실 영상 시청 강의 세미나 대관 장소 활용
160,160,753994,12,A02,A0202,A02020700,살곶이체육공원,1,1016,서울특별시 성동구 사근동길 16-18 (사근동),20100000000000.0,20200000000000.0,127.0431431,37.56024225,6,http://tong.visitkorea.or.kr/cms/resource/35/755735_image2_1.jpg,문화관광,도시공원,5126,"중랑천을 따라 조성된 ''''살곶이체육공원''''은 시원한 강바람을 가르며 가족과 함께 즐길 수 있는 인라인 전용 스케이트장, 축구장, 농구장, 배트민턴장 등 다목적 체육시설이 마련되어 있다. 또한 공원 주변으로 자전거 전용도로와 보행자 도로가 분리 조성되어 있어 연중에는 걷기 대회, 단축 마라톤 대회가 열리기도 하며 생활 속 가장 친숙한 자전거 이용자들의 많은 사랑을 받고 있다.",중랑천 조성 살곶 공원 강바람 가족 인 스케이트장 축구장 농구장 배트 민턴 목적 시설 마련 또한 공원 주변 자전거 도로 보행자 도로 분리 조성 연중 걷기 대회 단축 마라톤 대회 리기 생활 가장 자전거 이용자 사랑
161,161,2704340,14,A02,A0206,A02060100,디뮤지엄,1,1021,"서울특별시 용산구 독서당로29길 5-6 (한남동,리플레이스 한남)",20200000000000.0,20200000000000.0,127.0115883,37.53740267,6,http://tong.visitkorea.or.kr/cms/resource/94/2593794_image2_1.jpg,문화관광,전시시설,4918,대림문화재단은 2016년 설립 20주년을 맞이하여 또 한번의 도약을 위해 2015년 12월 한남동 독서당로에 디뮤지엄을 개관해 기존의 대림미술관에서 선보여온 다양한 컨텐츠들을 더 확장된 공간에서 보다 많은 이들에게 문화예술의 수준 높은 감성으로 제시하며 새로운 변화를 만들어 가고 있다.<br>,대림 문화재단 설립 주년 맞이 한번 도약 한남동 독서 당로 디뮤 지엄 개관 기존 대림 미술관 컨텐츠 확장 공간 문화 예술 수준 감성 제시 변화
162,162,2739471,14,A02,A0206,A02060500,아라아트센터,1,1023,서울특별시 종로구 인사동9길 26 (견지동),20200000000000.0,20200000000000.0,126.9836454,37.57348131,6,http://tong.visitkorea.or.kr/cms/resource/51/2784551_image2_1.png,문화관광,전시시설,4857,"2012년 9월에 개관한 아라아트센터는 지하 4층, 지상 5층(총 9개 층)의 전시, 공연, 이벤트, 파티 등이 동시에 어우러지는 인사동 최대 규모의 복합문화공간이다. 전시장의 높은 층고와 특색 있는 지하 공간, 그리고 자연채광으로 아름다운 전시장이다. ''아라''는 ’물, 바다''를 뜻하는 옛 우리 말이다.",개관 아트 센터 지하 지상 총 개 공연 이벤트 파티 동시 인사동 규모 복합 화공 전시장 층고 특색 지하 공간 자연 채광 전시장 물 바다 뜻 말
163,163,2994877,12,A02,A0203,A02030600,송리단길,1,1018,서울특별시 송파구 백제고분로43길 23 ,20200000000000.0,20200000000000.0,127.1082358,37.50913825,6,http://tong.visitkorea.or.kr/cms/resource/19/2995119_image2_1.jpg,문화관광,테마공원,4851,"송리단길은 석촌호수 동호에서부터 송파나루역까지 이어지는 일직선 길이다. 평범한 길이지만 다양한 분위기의 식당과 카페들이 있어서 한식은 물론 일식과 중식, 양식 등 다양한 메뉴의 식사와 함께 아기자기한 디저트들로 가득하다. 특히, 세계 여행을 하는 듯한 세련된 인테리어의 카페들이 다양하게 자리하고 있다. 송리단길은 업무, 주거지역이였지만 트렌디한 음식점과 이색 카페가 들어서면서 송파의 핫플레이스로 자리 잡았다. 인근에 석촌호수와 롯데월드타워 등 잠실관광특구가 함께 있어서 송리단길을 찾는 국내외 관광객이 꾸준히 늘고 있다.  관광객이 늘어나면서 레스토랑이나 카페뿐만 아니라 책방이나 소품샵 등 색다른 즐거움을 찾을 수 있는 가게들도 늘어나고 있어 이곳에서만 느낄 수 있는 다양한 시간을 보낼 수 있다. 송파구에서는 송리단길을 특화거리로 조성하기 위해서 ''송리단길 맛집 투어 지도''를 제작하고 석촌호수 사거리에 ''송리단길 안내 표지판''을 설치하는 등 관광 활성화에 힘쓰고 있다.  밤이 되면 송리단길 골목 곳곳에서 보이는 롯데타워의 조명은 송리단길을 더욱 특별하게 해준다.",송리단길 석촌호수 동호 송파 나루 역 일직선 길이 길이 분위기 식당 카페 한식 일식 중식 양식 메뉴 식사 디저트 세계 여행 듯 인테리어 카페 송리단길 업무 주거지역 트렌디 음식점 이색 카페 송파 핫 레이스 석촌호수 롯데 월드 타워 잠실 관광 특 구가 송리단길 국내외 관광객 관광객 레스토랑 카페 책방 소품 즐거움 가게 시간 송파구 송리단길 특 거리 조성 송리단길 맛집 투어 지도 제작 석촌호수 사거리 송리단길 안내 표지판 설치 관광 활성화 밤 송리단길 골목 롯데 타워 조명 송리단길 더욱
164,164,2745594,14,A02,A0203,A02030400,성수연방,1,1016,서울특별시 성동구 성수이로14길 14 (성수동2가),20200000000000.0,20200000000000.0,127.0568785,37.54171409,6,http://tong.visitkorea.or.kr/cms/resource/93/2779793_image2_1.png,문화관광,기타문화관광지,4804,"성수연방은 각자의 분야에서 특별한 개성과 능력, 이야기를 가진 구성원들이 모인 ‘생활 문화 소사이어티 플랫폼’이다. 개성과 감성이 돋보이는 다양한 매장들과 식당, 카페들이 모여있는 복합 문화 공간으로 성수동의 핫플레이스다. 1970년대 공장을 리모델링한 공간으로 건물 구조는 마당을 중심으로 ‘ㄷ’자 형태를 띄고 있다.",연방 각자 분야 개성 능력 이야기 구성원 생활 문화 소사이어티 플랫폼 개성 감성 매장 식당 카페 복합 문화 공간 성수동 핫 레이스 공장 리 모델링 공간 건물 구조 마당 중심 자 형태
165,165,130658,14,A02,A0206,A02060100,청계천박물관,1,1016,서울특별시 성동구 청계천로 530 (마장동),20100000000000.0,20200000000000.0,127.0350435,37.57127416,6,http://tong.visitkorea.or.kr/cms/resource/27/2034227_image2_1.jpg,문화관광,전시시설,4733,"긴 유리형태의 청계천박물관 건물 전경은 2005년 10월 새로운 물길로 우리곁에 돌아온 청계천의 물길을 상징합니다. 청계천박물관은 상설전시실과 기획전시실, 문화공연을 위한 소강당, 교육실을 갖춘 박물관으로서 청계천의 역사적 여정과 복원공사과정, 이후 도시변화 모습과 비전을 상설전시하고 있습니다. 개관 10주년을 맞아 지난 10년간의 축척된 청계천 자료들을 총망라한 상설전시 리모델링을 마치고 2015년 10월 1일 재개관하였다. 청계천의 역사와 문화를 통해 서울의 역사에 대한 이해를 더욱 넓힐 수 있는 새로운 지평을 열 것으로 기대하고 있다.<br>",유리 형태 청계천 박물관 건물 전경 물길 곁 청계천 물길 상징 청계천 박물관 상 기획전 실 문화 공연 강당 교육 실 박물관 청계천 역사 여정 복원 공사 과정 도시 변화 모습 상 개관 주년 지난 축척 청계천 자료 망라 상설 리 모델링 마치 재개 청계천 역사 문화 역사 대한 이해 더욱 지평 열
166,166,2834048,14,A02,A0206,A02060400,하이커그라운드,1,1024,서울특별시 중구 청계천로 40 한국관광공사 서울센터 ,20200000000000.0,20200000000000.0,126.9816429,37.56858184,6,http://tong.visitkorea.or.kr/cms/resource/57/2833957_image2_1.jpg,문화관광,전시시설,4730,"한국관광공사 서울센터에 개관한 ‘하이커 그라운드’는 K-POP 체험과 미디어 아트 관람을 동시에 할 수 있는 한국 관광 홍보관이다.  ''하이커 그라운드''의 이름에는 한국(KR)이 반가운 인사(Hi)를 건네고 글로벌 여행자들의 놀이터(Playground)가 되겠다는 뜻이 담겨있다. 특히 MZ 세대를 위해 다양한 방식으로 한국 관광 콘텐츠를 제공하고 있다. 1층은 대형 미디어 ‘하이커 월’을 통해 다양한 미디어 아트를 즐길 수 있는 공간으로, 미디어 아티스트 이이남 작가의 ‘신도시산수도’, 글로벌 한류 팬들이 공모한 한국 관광 영상 등을 볼 수 있고 2층에서는 XR 라이브 스튜디오를 활용하여 K-pop 뮤직비디오를 직접 제작할 수 있다. 청계천이 보이는 창가에서는 설치미술가 서도호 작가의 ‘North Wall’ 작품을 만날 수 있으며 3, 4층에서는 한국 로컬 관광을 다양한 예술, 체험, 전시를 통해 만날 수 있다.",한국 관광 공사 센터 개관 하이 라운드 체험 미디어 아트 관람 동시 한국 관광 홍보 하이 라운드 이름 한국 인사 글로벌 여행자 놀이터 뜻 세대 방식 한국 관광 콘텐츠 제공 대형 미디어 하이 미디어 아트 공간 미디어 아티스트 이남 작가 신도시 산수 글로벌 한류 팬 공모 한국 관광 영상 라이브 스튜디오 활용 뮤직비디오 직접 제작 청계천 창가 설치미술가 도호 작가 작품 한국 로컬 관광 예술 체험
167,167,129799,14,A02,A0206,A02060100,호림박물관,1,1005,서울특별시 관악구 남부순환로152길 53 ,20100000000000.0,20200000000000.0,126.91819,37.48087701,6,http://tong.visitkorea.or.kr/cms/resource/83/1902883_image2_1.jpg,문화관광,전시시설,4707,"호림박물관은 호림 윤장섭 선생이 출연한 유물과 기금을 토대로 설립되었다. 윤장섭 선생은 1981년 7월 성보문화재단을 설립하고, 이어서 1982년 10월 서울시 강남구 대치동에 호림박물관을 개관하였다. 그 후 1996년 3월에 서울시 관악구 신림동에 박물관을 확장·신축하여 1999년 5월에 재개관하였다. 신축한 호림박물관은 연면적 4,627㎡ 규모로 지하 1층, 지상 2층의 건물에 4개의 상설전시실과 1개의 기획전시실, 야외전시장, 수장고, 세미나실, 자료실 그리고 커피숍, 선물코너 등의 편의시설을 갖추고 있다. 토기, 도자기, 회화·전적류, 금속공예품, 기타 등 1만 여점의 유물을 소장하고 있으며, 국가문화재로 지정된 유물들이 많아 국내외에서 소장품의 다양성과 질적인 면에서 그 우수성을 인정받고 있다. 호림박물관에서는 상설전과 매년 개최하는 기획전 및 구입문화재특별전을 통하여 국민들에게 한국미술의 아름다움과 독창성을 널리 알리고 있다.",호림 박물관 호림 윤장섭 선생 출연 유물 기금 토대 설립 윤장섭 선생 보 문화재단 설립 강남구 대치동 호림 박물관 개관 관악구 신림동 박물관 확장 신축 재개 신축 호림 박물관 면적 규모 지하 지상 건물 개 상 개 기획전 실 야외 전시장 수장 세미나 실 자료 실 커피숍 선물 코너 편의 시설 토기 도자기 회화 전적 류 금속 공예품 기타 유물 소장 국가 문화재 지정 유물 국내외 소장품 다양성 질적 우수 호림 박물관 상 설전 매년 개최 기획전 구입 문화재 특별 한국 미술 움 독창 널리 알리
168,168,2758125,12,A02,A0201,A02010900,왜고개,1,1021,서울특별시 용산구 한강대로40길 46 (용산동5가),20200000000000.0,20200000000000.0,126.9719643,37.52994449,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,역사관광,역사유적지,4688,왜고개는 기와와 벽돌을 구워 공급하던 와서(瓦署)가 있던 데서 유래한 명칭이다. 서울 명동성당과 중림동 약현성당을 지을 때 사용했던 벽돌도 이곳에서 공급해 주었다 전해진다. 이곳은 1899년 병인박해 때 새남터와 서소문에서 순교한 성인들이 매장되었던 유서 깊은 천주교의 성지이다. 또한 왜고개 성지는 1846년 9월 16일 병오박해 때 순교한 한국인 첫 사제 김대건 안드레아 신부의 시신이 모셔졌다가 이장된 역사를 지닌 곳이다. 4호선 용산역 1번 출구 용산우체국 삼거리에서 용산공원 가는 길에 있다.,왜 고개 기와 벽돌 공급 데 유래 명칭 명동성당 중림동 약현성당 사용 벽돌 공급 병인박해 새남터 서소문 순교 성인 매장 유서 천주교 성지 또한 왜 고개 성지 병오박해 순교 한국인 첫 사제 김대건 안드레아 신부 시신 이장 역사 용산역 용산 우체국 삼거리 용산 공원 길
169,169,2554064,12,A02,A0204,A02040800,한국가구박물관,1,1017,서울특별시 성북구 대사관로 121 (성북동),20200000000000.0,20200000000000.0,126.9930021,37.59985897,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,문화관광,전시시설,4469,"서울 성북동 언덕에 위치한 한국가구박물관은 조선 후기에 제작된 전통목가구를 재료별(먹감나무, 단풍나무, 오동나무, 느티나무, 소나무, 종이 등), 종류별(사랑방, 안방, 부엌 등), 지역 특성 별로 분류 전시하고 있는 특수박물관으로 한국의 옛 가옥 10채와 더불어 실내 장식, 꽃담, 굴뚝, 마당 등 한국의 전통 주(住)생활 문화를 총체적으로 보여주고 있다. 박물관의 전시와 운영에 있어 가구와 자연과 어우러진 한국의 집문화(housing culture)를 보여주기에 적합한 가이드 투어(한 그룹에 20명 최대 인원)로 관람방식을 택하고 있으며 가구라는 옛 생활기물을 유리 보관함 밖, 방 구조의 전시장에 전시하여 관람객들에게 아름다운 전통문화 경험을 제공하고 있다. 2010년 G20 서울정상회의의 20개국 정상 배우자의 공식 오찬지로 선정된 이후, 중국의 시진핑 주석 내외를 비롯하여 독일 대통령, 헝가리 총리, 싱가포르 총리, 벨기에 국왕 내외, 스웨덴 국왕, IMF총재, 영화배우 브레드 피트, 빅토리아 베컴 등 국빈 및 세계적인 인사들의 발걸음이 끊이지 않았다. 또한 2011년 CNN에서 ‘서울에서 가장 아름다운 박물관’으로 선정된 바 있으며 최근 3월에는 세계적인 주목을 받고 있는 BTS의 인터뷰 장소가 되기도 하는 등 서울의 대표적인 탐방지이자 정부 부처를 비롯한 기업 등이 선호하는 문화 공간으로 각광을 받고 있다.",성북동 언덕 국가 박물관 조선 후기 제작 전통 가구 재료 별 감나무 단풍나무 오동나무 느티나무 소나무 종이 종류 별 사랑방 안방 부엌 특성 별로 분류 특수 박물관 한국 가옥 채 실내 장식 꽃담 굴뚝 마당 한국 전통 생활 문화 체적 박물관 운영 가구 자연 한국 문화 가이드 투어 그룹 인원 관람 방식 택 가구 생활 기물 유리 보관 함 방 구조 전시장 관람객 전통문화 경험 제공 정상 회의 개국 정상 배우자 공식 오찬 지로 선정 중국 시진핑 주석 내외 비롯 독일 대통령 헝가리 총리 싱가포르 총리 벨기에 국왕 내외 스웨덴 국왕 총재 영화배우 브레드 피트 빅토리아 베컴 국빈 세계 인사 발걸음 또한 가장 박물관 선정 바 최근 세계 주목 인터뷰 장소 기도 대표 탐방 이자 정부 부처 비롯 기업 선호 문화 공간 각광
