,CONTENTID,CONTENTTYPEID,CAT1,CAT2,CAT3,TITLE,SIDOCODE,SIGUNGUCODE,ADDRESS,CREATEDTIME,MODIFIEDTIME,MAPX,MAPY,MLEVEL,FIRSTIMAGE,MCATEGORY,SCATEGORY,SEARCHCOUNT,OVERVIEW,firstmenu,treatmenu,DATA
25,2778425,39,A05,A0502,A05020100,군산오징어본점,1,1018,서울특별시 송파구 삼학사로 101 (삼전동),20211100000000.0,20221200000000.0,127.0970258,37.50634115,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,전문음식,18881,"군산오징어 본점은 서울시 송파구 삼전동에 자리 잡고 있다. 대표 메뉴는 오징어불고기로 기호에 따라 매운맛을 조절해서 주문할 수 있다. 이 밖에 오삼불고기, 오징어닭갈비, 오낙불고기, 오징어튀김, 오징어숙회 등 오징어 관련 요리를 판다. 음식점은 서울 지하철 9호선 석촌고분역과 2호선 잠실역에서 가깝다. 주변에는 롯데월드, 롯데월드타워, 석촌호수가 있다.",오징어불고기,"오삼불고기, 오징어닭갈비, 오낙불고기, 오징어튀김, 오징어숙회",군산 오징어 본점 송파구 삼전동 잡고 대표 메뉴 오징어 불고기 기호 맛 조절 주문 불고기 오징어 닭갈비 낙 불고기 오징어 튀김 오징어 숙회 오징어 관련 요리 판다 음식점 석촌 고분 역 잠실역 주변 롯데 월드 롯데 월드 타워 석촌호수
26,2836670,39,A05,A0502,A05020100,대도식당왕십리본점,1,1016,서울특별시 성동구 무학로12길 3 대도식당 ,20220800000000.0,20220800000000.0,127.0306163,37.56732731,6,http://tong.visitkorea.or.kr/cms/resource/68/2836668_image2_1.jpg,음식,한식,18390,대도식당 왕십리 본점은 2호선 상왕십리역 2번 출구에서 청계천 방향으로 중간 지점에 있다. 이곳은 왕십리에서 60년 전통의 한우 요리를 맛볼 수 있는 맛집이다. 1964년부터 지금까지 한우 등심 요리 하나로 명맥을 유지한 덕분에 서울미래유산으로 지정되었다. 외부는 단층 건물로 외벽은 하얀색 타일 마감을 해서 깨끗하다. 내부는 깔끔하게 유지되고 있고 고기를 숙성시키는 냉장고가 있어 주문한 고기가 손님상에 나가는지 직접 볼 수 있다. 고기는 생등심과 대패 등심 2가지만 취급한다. 고기를 먹은 뒤 식사할 수 있는 깍두기 볶음밥은 이 집만의 별미다. 인근에 청계천이 있어 가벼운 산책도 할 수 있다.,"대도 한우 등심, 대도 깍두기볶음밥","대도 한우 등심, 대도 한우 대패 등심, 대도 한우 육회, 대도 깍두기 볶움밥, 대도 된장 죽",대도 식당 왕십리 본점 상왕십리역 청계천 방향 중간 지점 왕십리 전통 한우 요리 맛집 지금 한우 등심 요리 하나로 명맥 유지 덕분 미래 유산 지정 외부 단층 건물 외벽 하얀색 타일 마감 내부 유지 고기 숙성 냉장고 주문 고기 손님 직접 고기 등심 대패 등심 가지 취급 고기 식사 깍두기 볶음밥 별미 청계천 산책
27,2739480,39,A05,A0502,A05020300,원조남산왕돈까스,1,1024,서울특별시 중구 소파로 107 (예장동),20210900000000.0,20230100000000.0,126.9861345,37.557436,6,http://tong.visitkorea.or.kr/cms/resource/93/2790093_image2_1.jpg,음식,전문음식,18152,"남산순환도로인 소파로에서 1977년부터 영업을 시작하여 2대에 걸쳐 한 자리에서 운영하고 있는 남산 옛날 돈가스로 맛집이다. 방송에서도 예능프로그램인 ''전지적참견시점'', ''놀면뭐하니'' 등 방송에서도 많이 소개되어 유명하다.",왕돈까스,"돈까스, 우동",남산 순환도로 파로 영업 시작 운영 남산 옛날 돈가스 맛집 방송 예능 프로그램 전지 참견 시점 뭐 방송 소개
28,2834380,39,A05,A0502,A05020100,도원한우,1,1002,서울특별시 강동구 진황도로 227 하선빌딩 1층,20220800000000.0,20221000000000.0,127.1450153,37.52640913,6,http://tong.visitkorea.or.kr/cms/resource/70/2834370_image2_1.jpg,음식,한식,18027,"도원한우는 둔촌동에 있는 고깃집으로 9호선 중앙보훈병원역 1번 출구에서 가깝다. 예전 도원한우는 둔촌 현대4차아파트 부근에 있다가 지금 자리로 이전했다. 품질 좋은 한우를 저렴한 가격에 제공하는 강동구 최고의 가성비 한우 맛집이다. 손님들이 많이 찾는 메뉴는 도원한우의 도가니탕, 우족탕, 설렁탕 순서다. 한우집이지만 저녁 메뉴로 돼지 오겹살도 인기다. 도원한우는 가성비도 좋고 맛까지 일품이라 직장인 회식으로도, 가족 모임으로도 많은 사랑을 받고 있다.",한우갈비살,"한우꽂등심, 한우육회, 돼지 오겹살",한우 둔촌동 고깃집 중앙 보훈 병원 역 예전 한우 둔촌 현대 차 부근 지금 이전 품질 한우 가격 제공 강동구 최고 가성 비 한우 맛집 손님 메뉴 우의 도가니탕 족탕 설렁탕 순서 한우 저녁 메뉴 돼지 겹살 인기 한우 가성 비도 맛 일품 직장인 회식 가족 모임 사랑
29,2689352,39,A05,A0502,A05020100,어머니대성집,1,1011,서울특별시 동대문구 왕산로11길 4 ,20201100000000.0,20221100000000.0,127.028605,37.57753165,6,http://tong.visitkorea.or.kr/cms/resource/73/2684573_image2_1.jpg,음식,한식,17981,따뜻한 국물이 생각날 때 방문하기 좋은 매장이다. 대표메뉴는 해장국이다. 서울특별시 동대문구에 있는 한식전문점이다.,해장국,해장국 / 육회비빔밥,국물 방문 매장 대표 메뉴 해장국 동대문구 한식 전문점
30,2745542,39,A05,A0502,A05020200,세상의모든아침,1,1020,서울특별시 영등포구 여의대로 24 (여의도동),20210900000000.0,20221000000000.0,126.9199582,37.52223057,6,http://tong.visitkorea.or.kr/cms/resource/53/2779853_image2_1.png,음식,전문음식,17684,"여의도 전경련회관 50층에 위치하여 창가석에서는 한강을 바라보면서 식사를 즐길 수 있는 카페 레스토랑이다. 창가석을 이용하기 위해서는 예약이 필요하며, 결혼식, 돌잔치 등 각종 행사 대관이 가능하다. 드라마 펜트하우스 촬영 장소로도 유명하다. 여성 고객들에게 전망 좋은 브런치 식당으로 유명하다.","잉글리쉬 블랙퍼스트, 바게트 프렌치 토스트, 부라타&보코치니 샐러드, 로제 모짜렐라 페투치니, 그릴 스테이크","브런치, 샐러드, 파스타, 라이스, 그릴스테이크",여의도 전경련회관 창가 한강 식사 카페 레스토랑 창가 결혼식 돌잔치 각종 행사 대관 드라마 펜트하우스 촬영 장소 여성 고객 전망 브런치 식당
31,2852596,39,A05,A0502,A05020100,화목순대국,1,1020,서울특별시 영등포구 여의대방로 383 경도빌딩 1층,20220900000000.0,20220900000000.0,126.9315183,37.51939499,6,http://tong.visitkorea.or.kr/cms/resource/91/2852591_image2_1.jpg,음식,한식,17092,"화목순대국은 지하철 9호선, 신림선 샛강역 2번 출구 부근에 있다. 방문 시 대중교통을 이용하는 게 편리하다. 이곳은 여의도 현지인들과 직장인들 사이에 맛집으로 유명하다. TV 맛집 프로그램에 소개되어 더욱 유명해진 화목순대국의 대표 메뉴는 순대국이고, 그외 내장탕, 순대탕, 모듬안주, 술국, 머리고기, 순대, 내장접시도 인기가 많다 주변에 서울색공원과 여의도 샛강생태공원이 있어 식사 전후에 둘러보기 좋다.",순대국,"내장탕, 순대탕, 모듬안주, 술국, 머리고기, 순대, 내장접시",화목 대국 신림선 샛강역 부근 방문 게 여의도 지인 직장 사이 맛집 맛집 프로그램 소개 더욱 화목 대국 대표 메뉴 대국 장탕 순대 탕 듬 안주 술국 머리 고기 순대 내장 접시 인기 주변 색 공원 여의도 샛강 생태 공원 식사 전후 둘러보기
32,2764169,39,A05,A0502,A05020100,서일순대국,1,1012,서울특별시 동작구 여의대방로24길 10-4 (신대방동),20211000000000.0,20231000000000.0,126.9209393,37.49796396,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,16840,"서울 동작구 대방동에 있는 고소한 들깨 향이 일품인 30년 전통의 순댓국 전문점이다. 서일순대국 1호점은 오래된 식당 분위기이고, 바로 옆 빌딩 1층에 큰 규모로 2호점이 있다. 안으로 들어가면 깔끔한 식당 내부가 나온다. 다른 밑반찬 없이 야채를 듬뿍 넣어 잡내를 뺀 순댓국 맛으로만 승부를 보는 집으로, 함께 제공되는 깍두기와 겉절이도 맛이 좋아 인기다. 우거지를 듬뿍 넣어 아삭아삭한 식감을 느낄 수 있는 야채순대도 인기 메뉴다. TV프로그램 <수요미식회>, <생생정보통>에 소개되었다. 지하철 7호선 보라매역 2번 출구에서 250m 거리 대방천사거리 인근에 있다.",술국 / 순댓국,술국 / 순댓국 / 야채순대 / 오소리감투 등,동작구 대방동 들깨 일품 전통 국 전문점 대국 호점 식당 분위기 바로 빌딩 규모 호점 식당 내부 다른 밑반찬 야채 듬뿍 국 맛 승부 제공 깍두기 겉절이 맛 인기 우거지 듬뿍 식감 야채 대도 인기 메뉴 프로그램 요미 회 생생정보통 소개 보라매역 거리 대방천 사거리
33,2039547,39,A05,A0502,A05020200,금왕돈까스,1,1017,서울특별시 성북구 성북로 138 ,20151100000000.0,20230100000000.0,126.9943688,37.59482347,6,http://tong.visitkorea.or.kr/cms/resource/55/2028455_image2_1.jpg,음식,전문음식,16304,"직접 만든 스프와 바삭한 튀김, 색다른 돈까스 소스의 조화가 훌륭한 음식점으로 성북동에서 오랜 역사를 자랑한다. 다양한  언론매체를 통해 소개된 바 있는 음식점으로, 식사시간에 방문하면 대기줄이 있을 정도로 유명하다.<br>",돈까스,안심돈까스 / 등심돈까스 / 금왕정식 / 생선까스 / 함박스테이크,직접 스프 바삭 튀김 돈까스 소스 조화 음식점 성북동 역사 언론 매체 소개 바 음식점 식사 시간 방문
34,2834536,39,A05,A0502,A05020900,성북동빵공장,1,1017,서울특별시 성북구 대사관로 40 B동,20220800000000.0,20220900000000.0,126.988647,37.59594823,6,http://tong.visitkorea.or.kr/cms/resource/20/2834520_image2_1.jpg,음식,간이음식,15456,"성북동빵공장은 성북동 북악산 자락 서을아파트와 오스트리아 대사관저 사이에 있는 베이커리 카페다.  주차시설이 잘되어 있다. 발렛비 2,000원 부담하면 4시간 무료 주차할 수 있다. 빵공장은 지하층을 사용하는데, 이 지대가 이미 높은 지대기이기 때문에 사실 지하가 아니라서 뷰가 상당히 좋다. 빵 종류가 다양하고, 케이크와 쿠키와 커피도 구비돼 있다. 대표메뉴는 자두 얼그레이 에이드, 생크림팡도르, 성북동 식빵이며 주변에 간송미술관, 한국가구박물관, 길상사, 만해한용운심우장 등이 있다.",자두 얼그레이 에이드,"성북동 식빵, 아메리카노, 생크림팡도르 등",성북동 빵 공장 성북동 북악산 자락 오스트리아 대사 관저 사이 베이커리 카페 주차 시설 발렛비 부담 주차 빵 공장 하층 사용 지대 이기 지하가 뷰 빵 종류 케이크 쿠키 커피 구비 대표 메뉴 자두 얼그레이 이드 생크림 성북동 식빵 주변 간송 미술관 한국 가구 박물관 길상사 만해한용운심우장
35,2758118,39,A05,A0502,A05020100,본가설렁탕,1,1018,서울특별시 송파구 석촌호수로 204 (석촌동),20211000000000.0,20221200000000.0,127.09997,37.50636897,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,15399,"잠실동 석촌호수(동호) 길에 대형 건물과 주차장을 보유한 가마솥 설렁탕집이다. 2층 단독 건물로 식당 입구에 있는 커다란 가마솥에서 진한 소고기 육수를 고아내는 장면을 볼 수 있다. 대표메뉴는 가마솥에서 끓여낸 설렁탕이지만, 소고기 내장이 들어가는 본가탕과 선지가 들어가는 해장국, 돌냄비에 나오는 수육도 인기 메뉴다.",설렁탕,"설렁탕, 수육",잠실동 석촌호수 동호 길 대형 건물 주차장 보유 가마솥 설렁탕 단독 건물 식당 가마솥 소고기 육수 아내 장면 대표 메뉴 가마솥 설렁탕 소고기 내장 본가 탕 선지 해장국 냄비 수육 인기 메뉴
36,2758146,39,A05,A0502,A05020100,주은감자탕,1,1018,서울특별시 송파구 삼학사로 71 (삼전동),20211000000000.0,20221200000000.0,127.0968259,37.50374422,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,15148,"푹 삶은 돼지 등뼈 위에 연하게 삶아진 시래기를 듬뿍 얹어내는 시래기 감자탕 집이다. TV프로그램 <KBS2TV 생생정보>, <맛있는 녀석들>, <수요미식회> 등에 소개되면서 더 유명해졌다. 점심 메뉴 및 해장국은 평일 오전 10시 30분부터 오후 4시까지만 판매하고 있다. 9호선 석촌고분역 1번 출구에서 석촌호수 서로 사거리 방면에 위치해 있다.",감자탕 / 해장국,,푹 돼지 등뼈 시래기 듬뿍 시래기 감자탕 프로그램 생생 정보 녀석 요미 회 소개 점심 메뉴 해장국 평일 오전 오후 석촌 고분 역 석촌호수 서로 사거리 방면
37,2733856,39,A05,A0502,A05020100,백년옥,1,1015,서울특별시 서초구 남부순환로 2407 (서초동),20210800000000.0,20230900000000.0,127.0138091,37.48126201,6,http://tong.visitkorea.or.kr/cms/resource/37/2787337_image2_1.jpg,음식,한식,14884,"예술의 전당 맞은편 도로변에 위치한 백년옥. 1992년에 영업을 개시한 이래로 많은 사랑을 받아온 두부 전문점이다. 1992년 이래 세월이 고스란히 묻어나는 소박한 인테리어의 실내는 테이블석과 방석 자리로 나뉜다. 두부 전문점답게 강원도에서 가지고 온 콩을 이용한 콩비지, 시래기되비지, 신선한 순두부 등 다양한 수제 두부 요리를 내놓는다.",자연식 순두부,두부,예술 전당 맞은편 도로 변 백년 옥 영업 개시 사랑 두부 전문점 세월 고스 란 인테리어 실내 테이블 방석 두부 전문점 답 강원도 가지 콩 콩 비지 시래기 비지 순두부 수제 두부 요리
38,2752385,39,A05,A0502,A05020100,백마김씨네도곡본점,1,1001,서울특별시 강남구 남부순환로 2743 (도곡동),20211000000000.0,20221200000000.0,127.0457394,37.48721189,6,http://tong.visitkorea.or.kr/cms/resource/01/2768901_image2_1.jpg,음식,한식,14488,"질 좋은 고기에 발효효소를 사용하여 맛을 낸 음식을 현대적인 감각으로 정갈하게 제공하는 숯불구이 전문 식당이다. 지하철 3호선 매봉역 1번 출구 바로 옆에 있어 접근성이 좋다. 3층 단독 건물로 식당 내 테이블은 칸막이로 공간이 구분되어 있으며, 다양한 크기의 개별 룸도 준비되어 있어 가족 및 비즈니스 식사 장소로 적당하다. 식당 이름 ''백마 김씨네''는 식당 대표가 어린 시절 집에서 백마를 키우는 것을 보고 당시 동네 사람들이 ''백마 김씨네'' 로 불렀던 기억을 되살려 붙인 이름이라고 한다.","생등심, 돼지갈비","떡갈비정식, 보리굴비정식 등",질 고기 발효 효소 사용 맛 음식 현대 감각 제공 숯불 구이 전문 식당 매봉역 바로 접근성 단독 건물 식당 테이블 칸막이 공간 구분 크기 개별 룸 준비 가족 비즈니스 식사 장소 식당 이름 백마 김씨 식당 대표 시절 백마 보고 당시 동네 사람 백마 김씨 기억 이름
39,2834563,39,A05,A0502,A05020100,골목떡볶이,1,1018,서울특별시 송파구 문정로1길 33 ,20220800000000.0,20220900000000.0,127.123485,37.48910196,6,http://tong.visitkorea.or.kr/cms/resource/59/2834559_image2_1.jpg,음식,간이음식,14467,"골목떡볶이는 서울 3대 떡볶이 맛집이다. 추억의 국물 떡볶이 전문점으로 가게는 송파구 문정역 1번 출구 로데오거리 골목에 있다. 메뉴는 단출하게 떡볶이, 순대, 만두다. 직접 쟁반과 수저 포크를 들고 배식하듯이 주문을 하면 그릇에 담아준다. 양은 많은 편이고 순대와 당면만 있는 만두도 별미로 SBS 백종원의 삼대천왕 등 많은 방송프로그램에서 소개했다. 인근에 서울스카이, 롯데뮤지엄 등이 있다.",떡볶이,"순대, 만두",골목 떡볶이 떡볶이 맛집 추억 국물 떡볶이 전문점 가게 송파구 문정역 로데오거리 골목 메뉴 출하 떡볶이 순대 만두 직접 쟁반 수저 포크 배식 듯이 주문 그릇 양은 편이 순대 당면 만두 별미 백종원 천왕 방송 프로그램 소개 스카이 롯데 뮤 지엄
40,2836272,39,A05,A0502,A05020900,코끼리베이글,1,1020,서울특별시 영등포구 선유로 176 ,20220800000000.0,20220800000000.0,126.8927438,37.52930982,6,http://tong.visitkorea.or.kr/cms/resource/57/2836257_image2_1.jpg,음식,간이음식,14282,"코끼리베이글은 2호선 5호선 영등포구청역 3번 출구 영등포구청 별관 부근에 있다. 이곳은 일명 베이글 성지로 유명하다. 따로 앉아서 편히 먹을 수 있는 자리는 없지만, 기다리는 동안 화덕에 빵 굽는 모습과 반죽하는 모습을 볼 수 있다. 순서가 돌아오면 매장 규칙에 따라 구매한다. 평일에는 3종류까지만 구매할 수 있으며 주말에는 3종류 8개까지만 가능하다. 구워낸 빵이 전부 판매되면 영업을 종료한다. 커피나 샌드위치류는 제한 없이 구매할 수 있다. 주변에 양평유수지생태공원과 실개천생태공원이 있어 빵을 구매해서 피크닉을 해도 좋다.","버터솔트,플레인베이글","버터솔트, 플레인베이글, 아메리카노, 샌드위치",코끼리 베이글 영등포 구청 역 영등포 구청 별관 부근 일명 베이글 성지 동안 화덕 빵 모습 반죽 모습 순서 매장 규칙 구매 평일 종류 구매 주말 종류 개 빵 전부 영업 종료 커피 샌드위치 류 제한 구매 주변 양평 유수지 생태 공원 실개천 생태 공원 빵 구매 피크닉 해도
41,2757829,39,A05,A0502,A05020100,장꼬방김치찌개전문,1,1015,서울특별시 서초구 효령로 364 (서초동),20211000000000.0,20221100000000.0,127.0236969,37.48695319,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,14180,"식당 간판 위로 커다란 항아리를 잔뜩 놓아둔 집으로 찾기가 쉽다. <br>묵은지로 만든 김치찌개와 돼지고기를 숯불에 구워 철판에 나온 장꼬방구이, 그리고 계란말이만 팔고 있다. 메뉴가 3개 밖에 안 되지만 각각 모두 인기가 좋다. 2호선 강남역 9번 출구 진흥아파트 길 건너편에 있다.",장꼬방찌개,김치찌개,식당 간판 위로 항아리 잔뜩 찾기 묵은지 김치찌개 돼지고기 숯불 철판 장꼬 방구 계란말이 팔고 메뉴 개 각각 인기 강남역 진흥 길 건너편
42,2815118,39,A05,A0502,A05020100,몽탄,1,1021,서울특별시 용산구 백범로99길 50 ,20220400000000.0,20220400000000.0,126.9722586,37.53604934,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,14151,"몽탄은 삼각지 맛집으로 유명한 식당이다. 소고기를 상대적으로 저렴한 가격에 맛 볼 수 있으며, 메인메뉴인 우대갈비의 부드러운 살코기를 다양한 소스에 곁들여 먹으면 그 맛이 일품이다. 인기있는 식당이기 때문에 사전 웨이팅은 필수이다.",우대갈비,우대갈비 / 짚불삼겹살 / 몽탄냉면 외,몽탄 삼각지 맛집 식당 소고기 상대 가격 맛 메인 메뉴인 우대 갈비 살코기 소스 맛 일품 인기 식당 이기 웨이팅 필수
43,838829,39,A05,A0502,A05020100,청담골,1,1001,서울특별시 강남구 선릉로148길 48 ,20091000000000.0,20220900000000.0,127.043433,37.52273828,6,http://tong.visitkorea.or.kr/cms/resource/09/1838709_image2_1.jpg,음식,전문음식,14115,가성비 좋은 한정식을 먹을 수 있는 집이다. 대표메뉴는 한정식이다. 서울특별시 강남구에 있는 한식전문점이다.,가정식 백반,가정식 백반 / 누룽지 정식 외,가성 비 한정식 대표 메뉴 한정식 강남구 한식 전문점
44,134798,39,A05,A0502,A05020100,해주냉면,1,1018,서울특별시 송파구 백제고분로7길 8-16 ,20041200000000.0,20220500000000.0,127.0798078,37.50971267,6,http://tong.visitkorea.or.kr/cms/resource/36/2546336_image2_1.jpg,음식,한식,14054,1983년부터 운영해 온 매운 냉면이 유명한 집이다. 서울특별시 송파구에 있는 한식전문점이다. 대표메뉴는 냉면이다.,비빔냉면,물냉면 / 비빔냉면 / 물만두,운영 냉면 송파구 한식 전문점 대표 메뉴 냉면
45,2832821,39,A05,A0502,A05020200,포레스트청담,1,1001,"서울특별시 강남구 선릉로 803 이니셜타워Ⅱ 1, 2, 3층",20220800000000.0,20220800000000.0,127.0389778,37.52398805,6,http://tong.visitkorea.or.kr/cms/resource/19/2832819_image2_1.jpg,음식,전문음식,13963,"포레스트 청담은 압구정로데오역과 청담동 명품 거리 사이에 있다.  이탈리아 음식인 피자와 파스타부터 한국인의 입맛을 사로잡는 한우 스테이크, 그리고 와인 등 최고급 양식 메뉴와 디저트가 준비되어 있다. 차별화된 고급 인테리어와 수준 높은 다이닝 서비스로 데이트 코스로 유명하지만, 가족 모임, 바이어 접대 장소로도 적합하다.","트러플 뇨끼, 블루베리 크로플","새우 로제 파스타, 페페로니 피자, 스테이크, 떡볶이, 김치볶음밥",포레스트 청담 압구정로데오역 청담동 명품 거리 사이 이탈리아 음식 피자 파스타 한국인 입맛 한우 스테이크 와인 최고급 양식 메뉴 디저트 준비 차별 고급 인테리어 수준 다이닝 서비스 데이트 코스 가족 모임 바이어 접대 장소
46,2373394,39,A05,A0502,A05020100,성수족발,1,1016,서울특별시 성동구 아차산로7길 7 ,20160300000000.0,20230300000000.0,127.0542647,37.54599411,6,http://tong.visitkorea.or.kr/cms/resource/73/2372573_image2_1.jpg,음식,전문음식,13832,서울 3대 족발이라고 불리는 족발집이다. 서울특별시 성동구에 있는 한식 전문점이다. 대표 메뉴는 족발이다.,족발,족발 / 순대국 외,족발 족발 성동구 한식 전문점 대표 메뉴 족발
47,834669,39,A05,A0502,A05020100,자하손만두,1,1023,서울특별시 종로구 백석동길 12 ,20091000000000.0,20230100000000.0,126.9660047,37.5931176,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,13726,"주택을 개조한 정겨운 외관과 달리 미쉐린 가이드에 선정된 내실 있는 맛집으로 유명하다. 대표메뉴인 떡만둣국은 시금치, 당근, 비트로 색을 낸 삼색 만두와 조랭이떡을 넣어 만든다. 조미료 없이 직접 담근 간장으로 간을 하여 담백한 맛이 특징이다.",만두국,만둣국 / 만두전골 /  떡만둣국 / 물만두 / 찐만두 / 편수 외,주택 개조 정겨운 외관 달리 미쉐린 가이드 선정 맛집 대표 메뉴인 떡 만둣국 시금치 당근 비트 색 삼색 만두 랭 떡 조미료 직접 간장 간 맛 특징
48,2752169,39,A05,A0502,A05020100,농민백암순대본점,1,1001,서울특별시 강남구 선릉로86길 40-4 (대치동),20211000000000.0,20230900000000.0,127.0530438,37.5037601,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,13713,"농민백암순대는 강남구 대치동에 위치한 순대 전문 식당으로 선릉역 1번 출구에서 도보로 6분 정도 거리에 있다. 대표 메뉴는 국밥과 토종 순대이며 직접 만든 순대와 함께 제공되는 고추, 양파, 부추 무침은 우리 농산물로만 사용한다고 한다. 그 국밥의 맛으로 이미 서울에서 3대 맛집으로 알려져 있으며 여러 매체에 소개되었다.",국밥 / 토종순대,국밥 / 토종순대,농민 순대 강남구 대치동 순대 전문 식당 선릉역 거리 대표 메뉴 국밥 토종 순대 직접 순대 제공 고추 양파 부추 농산물 로만 사용 고 국밥 맛 맛집 매체 소개
49,135385,39,A05,A0502,A05020200,파라다이스,1,1020,서울특별시 영등포구 여의동로 252 ,20060800000000.0,20230300000000.0,126.9415645,37.52286144,6,http://tong.visitkorea.or.kr/cms/resource/61/1900561_image2_1.jpg,음식,외국식,13572,한강의 아름다운 전경이 한눈에 보이며 아름다운 라이브음악을 들으며 소중한 사람과 특별한 추억을 만들 수 있는 곳이다.,삼겹살 피자 / 디조피자,삼겹살 피자 / 디조피자 / 고르곤졸라 피자 / 마르게리따 피자 / 불고기 피자 외,한강 전경 보이 라이브 음악 사람과 추억
50,2845220,39,A05,A0502,A05020200,페어링룸,1,1001,서울특별시 강남구 도산대로81길 14 ,20220800000000.0,20220800000000.0,127.0478548,37.52543527,6,http://tong.visitkorea.or.kr/cms/resource/07/2845207_image2_1.jpg,음식,외국식,13503,"페어링룸은 서울특별시 강남구 청담동에 있는 이탈리안 레스토랑이다. 대중교통을 이용한다면 수인분당선 압구정로데오역 2번 출구와 가장 가깝다. 주차는 식당 앞에 하거나 발레파킹을 할 수 있다. 건축설계사와 조명 디자이너가 만나 건물을 디자인하고 실내 내부를 꾸며 오픈한 곳으로 건물 외부는 이국적인 감성이 물씬 풍기는 화이트 톤으로 깔끔하고 내부는 천장이 높아 시원한 개방감을 느낄 수 있다. 룸과 룸으로 연결하는 문은 유럽 스타일로 아치 형태이다. 대표 메뉴는 발사믹 관자와 감자 퓨레 M, 항정살 페퍼 메주파스타, 트러플 파케리 파스타이고 음식과 어울리는 와인을 추천받을 수 있다. 다양한 디저트에 맞는 차나 음료도 즐길 수 있다. 식당 인근에 서울선릉과정릉 세계문화유산, 잠실 한강공원, 청담동명품거리, 압구정로데오거리가 있어 연계 관광을 할 수 있다.","발사믹 관자와 감자 퓨레 M, 항정살 페퍼 메주파스타, 트러플 파케리 파스타","딱새우 비스크 링귀니, 얼그레이 카프리제, 올리브 깜빠뉴, 모짜렐라 부추샐러드, 전복 솥밥 리조또, 피스타치오 크림 파스타",페어링룸 강남구 청담동 이탈리안 레스토랑 수인 분당선 압구정로데오역 가장 주차 식당 거나 발레파킹 건축 설계 조명 디자이너 건물 디자인 실내 내부 오픈 건물 외부 국적 감성 물씬 화이트 톤 내부 천장 개방 감 룸 룸 문 유럽 스타일 아치 형태 대표 메뉴 발사믹 관자 감자 퓨레 항정살 페퍼 메주 파스타 트러플 파 케리 파스타 음식 와인 추천 디저트 차 음료 식당 선릉 정릉 세계 문화유산 잠실 한강 공원 청담동 명품 거리 압구정 로데오거리 계 관광
51,2841742,39,A05,A0502,A05020100,마포양지설렁탕,1,1013,서울특별시 마포구 새창로 6 ,20220800000000.0,20220900000000.0,126.9505243,37.54208992,6,http://tong.visitkorea.or.kr/cms/resource/35/2841735_image2_1.jpg,음식,한식,13259,"공덕역 9번 출구에서 도보 3분 거리에 위치한 설렁탕 전문점이다. 대표 메뉴는 설렁탕이다. 그 외에도 내장탕, 꼬리탕, 도가니탕, 우족탕, 각종 수육 등 다양한 메뉴가 있다. 김치가 깍두기, 배추김치, 파김치 세 가지 종류여서 기호에 맞게 함께 먹을 수 있다. 미쉐린 가이드 서울 2022에서 선정한 맛집 리스트에 이름을 올렸다. 내부가 2층까지 있어서 넓고 쾌적한 환경에서 식사할 수 있다. 근처에 카페가 많아 식사 후 가까운 곳에서 디저트와 커피를 즐길 수 있고 경의선 공원과 광장도 약 도보 10분 거리에 있어서 산책을 할 수 있다.",설렁탕,"내장탕, 꼬리탕, 도가니탕, 우족탕, 수육 등",공덕역 거리 설렁탕 전문점 대표 메뉴 설렁탕 장탕 꼬리 탕 도가니탕 족탕 각종 수육 메뉴 김치 깍두기 배추김치 파김치 세 가지 종류 기호 미쉐린 가이드 선정 맛집 리스트 이름 내부 환경 식사 근처 카페 식사 디저트 커피 경의선 공원 광장 거리 산책
52,2689446,39,A05,A0502,A05020100,이조면옥,1,1004,서울특별시 강서구 양천로 353 ,20201100000000.0,20210300000000.0,126.8423306,37.56851547,6,http://tong.visitkorea.or.kr/cms/resource/17/2684617_image2_1.jpg,음식,한식,13126,줄서서 먹는 회냉면으로 유명한 맛집이다. 대표메뉴는 회냉면이다. 서울특별시 강서구에 있는 한식전문점이다.,회냉면,회냉면 / 왕갈비탕,줄 서서 회 냉면 맛집 대표 메뉴 회 냉면 강서구 한식 전문점
53,2678887,39,A05,A0502,A05020100,마포옥,1,1013,서울특별시 마포구 토정로 312 ,20201000000000.0,20220300000000.0,126.94335,37.53992615,6,http://korean.visitkorea.or.kr/resources/images/common/no_img_01.png,음식,한식,12778,2020 미쉐린 가이드에 선정된 곳이다. 서울특별시 마포구에 있는 한식전문점이다. 대표메뉴는 양지설렁탕이다.,양지 설렁탕,양지 설렁탕 / 수육,미쉐린 가이드 선정 마포구 한식 전문점 대표 메뉴 설렁탕
