Unnamed: 0,광역시/도,시/군/구,관광지명,검색건수,CONTENTID,CONTENTTYPEID,OVERVIEW,SIDOCODE,SIGUNGUCODE,DATA
120,강원특별자치도,삼척시,수로부인헌화공원,265,2015509,12,"임원항 뒤편 남화산 정상에 위치한 수로부인 헌화공원은 에 등장하는 [헌화가]와 [해가] 속 수로부인 이야기를 토대로 만들어진 공원이다. 공원에는 이 수로부인 전설을 토대로 한 다양한 조각과 그림 등이 조성돼 있다. 천연 석재를 이용해 현대적 조각품으로 재현했다. 초대형 수로부인 상은 높이 10.6m, 가로 15m, 세로 13m, 중량 500t에 달하며, 천연 돌로 만든 동양 최대의 조각상이다. 절세미인으로 알려진 수로부인은 신라 성덕왕 때 순정공의 부인이다. 남편이 강릉태수로 부임해 가던 중 수로부인이 사람이 닿을 수 없는 돌산 위에 핀 철쭉꽃을 갖고 싶어 하자 마침 소를 몰고 가던 노인이 꺾어다가 바치고, 가사를 지어 바친 것이 4구체 향가인 헌화가다. 임해정에 이르렀을 때 갑자기 용이 나타나 수로부인을 바닷속으로 끌고 갔는데, 백성들이 노래를 부르자 다시 수로부인이 나타났다고 한다. 이 노래가 신라가요인 해가이다. 수로부인 설화는 실직국의 중심인 동해안을 무대로 하고 있으며 삼척시 증산해변에는 해가사 터와 임해정이 복원되어 관리되고 있다. 남화산은 수로부인 헌화공원이 조성되기 이전부터 해맞이 명소로 유명했던 곳으로 임원항에서 공원 정상까지 도보로 20분이 소요된다. 산책로 입구에는 높이 51m의 엘리베이터가 설치되어 보다 편하게 경사진 지역을 오를 수 있으며 산책로 중간에 휴게데크가 잘 마련되어 있어 휴식하며 아름다운 바다를 볼 수 있다.",32,32004,임원항 뒤편 남 화산 정상 수로부인 화공 등장 헌화가 해 수로부인 이야기 토대 공원 공원 수로부인 전설 토대 조각 그림 조성 천연 석재 현대 조각품 재현 초대형 수로부인 상 높이 가로 세로 중량 달 천연 조각상 절세미인 수로부인 신라 성덕왕 정공 부인 남편 강릉 태수 부임 수로부인 사람 돌산 핀 철쭉꽃 하자 마침 소 노인 바치 가사 구체 향가 헌화가 임해 이르렀 갑자기 용이 수로부인 바 백성 노래 다시 수로부인 노래 신라 가요 수로부인 설화 실직국 중심 동해안 무대 삼척시 증산 해변 해 가사 임해 정이 복원 관리 남 화산 수로부인 화공 조성 이전 해 맞이 명소 임원항 공원 정상 소요 산책로 높이 엘리베이터 설치 산책로 중간 휴게 데크 마련 휴식 바다
121,강원특별자치도,삼척시,덕산항,239,2715749,12,"덕봉산 밑에 있다하여 덕산리라고 불리는 덕산리에 위치한 덕산항은 해안선의 굴곡이 심하며 겨울철 볼락 배낚시의 출항지이며, 사동마을 남쪽 모래밭(북방파제)에서는 가자미, 노래미를 많이 낚을 수 있다. 덕산항은 수심에 관계없이 바닥지형의 굴곡변화가 좋아 내·외항 모두 다양한 어종을 형성하고 해수와 담수가 뒤섞이는 하구에는 풍부한 먹잇감이 형성돼 연중 낚시하는 사람들이 많은 항으로 1982년 기본시설에 대한 계획을 수립한 후 1994년 기본시설을 완성했다.(출처 : 강원도청)",32,32004,덕 봉산 밑 덕산 리라 덕산 리 덕산항 해안선 굴곡 겨울철 볼락 배 낚시 출항 사동 마을 모래밭 북 방파제 가자미 노래미 낚 덕산항 수심 바닥 지형 굴곡 변화 외항 어종 형성 해수 담수 먹잇감 형성 연중 낚시 사람 항 시설 대한 계획 수립 시설 완성 출처 강원 도청
122,강원특별자치도,삼척시,초곡항,218,2715341,12,초곡항은 강원도 삼척시 근덕면 초곡리에 있는 어항이다. 1972년 5월 4일 지방어항으로 지정해 관리하고 있으며 삼척시장이 관리하고 있다. 빨간 등대가 자리 잡고 있는 작은 항구는 몇 대 안되는 작은 고기잡이 배들과 서너 개의 횟집이 함께 있다. 적막함을 자랑하니 조용히 마음을 추스릴 수 있다.   (출처 : 강원도청),32,32004,초곡항 강원도 삼척시 근덕면 초 곡리 어항 지방어항 지정 관리 삼척시 관리 등대 잡고 항구 몇 고기잡이 배 서너 개 횟집 마음 추 스릴 출처 강원 도청
123,강원특별자치도,삼척시,용화해변,201,125709,12,"용화해변은 삼척시 근덕면에 있는 작은 해수욕장이다. 삼척 시내에서 남쪽으로 24km 정도의 거리에 위치하며, 옆으로는 용화천이 흐르고 뒤편으로는 송림이 우거져 있다. 반달형의 아름다운 해안선은 기암괴석과 함께 장관을 이룬다. 해변 자체는 수심 1~1.5m, 백사장 길이 1km 정도로 크지 않지만 주변에 즐길 거리가 많다. 해양 레일바이크가 이곳에서 출발하며, 삼척해상케이블카도 탈 수 있다. 전망대도 있어 용화해변을 한눈에 내려다볼 수 있다. 해수욕장은 밀물과 썰물이 없고, 마을 쪽으로 깊숙이 들어와 있어 파도도 높지 않아 아이들이 뛰어놀기에 좋고 해변 가운데로 시냇물이 흐르고 있어 담수욕도 함께 즐길 수 있다. 해수욕장 개장 기간에는 스노클링, 바나나 보트 등 해상 레저를 즐길 수 있다. 주변에 각종 편의 시설과 민박, 횟집들이 많이 모여있어 이용하기에 편리하다.",32,32004,해변 삼척시 근덕면 해수욕장 삼척 거리 화천 뒤편 송림 거 반달 해안선 괴석 장관 해변 자체 수심 사장 길이 주변 거리 해양 레일바이크 출발 삼척 해상 케이블카 탈 전망대 해변 해수욕장 밀물 썰물 마을 쪽 파도 아이 해변 가운데 시냇물 담수 욕 해수욕장 개장 기간 스노클링 바나나 보트 해상 레저 주변 각종 편의 시설 민박 횟집
124,강원특별자치도,삼척시,삼척활기자연휴양림,185,2776832,12,"백두대간에서 발원한 계곡이 7㎞ 달려와 폭포와 마룡소를 만든 곳에 있는 자연휴양림이다. 휴양림 앞 계곡은 용의 전설이 서려있는 용수골, 마룡소, 용소폭포 등이 있어 상서로운 기운이 서려 있는 터로 알려져 있다.  용수골 계곡은 봄철에 초록 향연이 펼쳐지고, 여름에는 시원함을 선사하며, 가을의 아름다운 단풍과 겨울의 멋진 설경을 감상할 수 있으며, 4㎞ 상부에 위치한 용소폭포까지 산책길을 조성해 놓아서 조용한 산책 및 트래킹을 즐길 수 있는 곳이다. 홈페이지에서 숙박시설 예약을 할 수 있다. 본 자연휴양림과 더불어 삼척시에서 운영하는 ‘삼척활기 치유의 숲’이 연접하고 있어 산림휴양과 산림치유(프로그램 운영)를 동시에 할 수 있으며, 숲 해설과 목재문화체험(26㎞ 이동)도 할 수 있다.자연휴양림에서 20㎞ 정도 거리에는 삼척해수욕장, 삼척항(활어회), 삼척중앙시장이 있으며, 환선굴· 대금굴(14㎞), 준경묘(3.8㎞), 영경묘(양무장군의 부인/3㎞), 도계유리나라(26㎞) 등이 있어 볼거리, 즐길 거리, 먹거리가 풍부하다.",32,32004,백두대간 발원 계곡 폭포 마룡소 자연휴양림 휴양림 계곡 용의 전설 용수 골 마룡소 용소 폭포 상서 기운 용수 골 계곡 봄철 초록 향연 여름 선사 가을 단풍 겨울 설경 감상 상부 용소 폭포 산책길 조성 산책 트래킹 숙박시설 자연휴양림 삼척시 운영 삼척 활기 치유 숲 접 산림 휴양 산림 치유 프로그램 운영 동시 숲 해설 목재 문화 체험 이동 자연휴양림 거리 삼척 해수욕장 삼척 항 활어회 삼척 중앙시장 환선굴 대금 굴 준경묘 영경묘 무장군 부인 도계 유리 볼거리 거리 먹거리
125,강원특별자치도,삼척시,부남해변,173,129582,12,"맹방해변과 공양왕릉 사이의 근덕면 부남리에 위치한 해변이다. 예전에는 지도에도 표시되지 않았을 정도로 숨겨진 해변이다. 백사장 길이 400m, 폭 50m로 해수욕장이라기보다 마을 해변에 가깝지만 해안선을 따라 갯바위 등이 드문드문 솟아있어 운치가 있고 멋스럽다. 물이 맑고 잔잔한 파도로 아이들과 함께 파도타기, 스노클링을 즐길 수 있어 가족 단위 피서지로 최적이다. 규모가 작고 진입로가 눈에 잘 띄지 않는 덕분에 외지인에게 잘 알려지지 않았으나 근덕면 소재 해변 중 가장 경치가 뛰어나 사진작가들의 방문이 끊이지 않는다. 영화 의 마지막 장면 촬영지로 알려지며 찾는 사람이 늘었다. 군사보호 지역이며, 마을이 관리하는 해수욕장이라 여름 휴가철만 한시적으로 개방한다. 간단한 매점과 샤워실이 입구에 있으며 편의시설이 많지 않지만 자연 그 자체를 즐기기 좋다.",32,32004,맹방 해변 공양왕릉 사이 근덕면 부남 리 해변 예전 지도 표시 해변 사장 길이 폭 해수욕장 마을 해변 해안선 갯 바위 운치 멋 물이 파도 아이 파도타기 스노클링 가족 단위 피 서지 최적 규모 작고 진입 눈 덕분 외지 근덕면 소재 해변 가장 경치 사진작가 방문 영화 장면 촬영 지로 사람 군사 보호 마을 관리 해수욕장 여름 휴가 철 한시 개방 매점 샤워실 편의 시설 자연 자체
126,강원특별자치도,삼척시,후진항,153,2776847,12,"대한민국 강원도 삼척시 교동에 있는 어항이다. 삼척시에서 어촌정주어항으로 지정하여 관리하고 있다.  수로부인 공원(해가사의 터)에서 1.7Km 정도 해안도로를 따라 삼척 쪽으로 달리다 보면 만날 수 있는 작은 항구로, 드라이브하다가 잠깐 차를 세우고 바다 구경하기 좋은 곳이다.  항구로 들어가는 입구에는 '후진항'이라는 표지판이 세워져 있다. 작은 모래 해변은 규모는 작지만, 사람의 흔적도 거의 없고 물이 맑고 깨끗하다. 북측 갯바위와 방파제에서는 낚시하는 사람들을 쉽게 찾아볼 수 있다.",32,32004,대한민국 강원도 삼척시 교동 어항 삼척시 어촌 정주 어항 지정 관리 수로부인 공원 해 가사 해안 도로 삼척 쪽 달리 항구 드라이브 잠깐 차 바다 구경 항구 후진항 표지판 모래 해변 규모 작 사람 흔적 거의 물이 북 갯바위 방파제 낚시 사람
127,강원특별자치도,삼척시,천은사,151,125753,12,"삼척 천은사는 강원도 삼척시 미로면 내미로리에 있는 대한불교조계종 제4교구 월정사의 말사이다. 천은사의 역사는 경덕왕 17년(738년) 인도에서 두타의 세 신선이 흰 연꽃을 가지고 와서 창건했다는 백련대까지 거슬러 올라간다. 고려 충렬왕 때 이승휴가 를 저술한 곳으로, 현재 천은사 주변 일대가 사적 [이승휴 유적지]로 지정되었다. 이승휴는 용안당을 짓고 삼화사에서 불경을 빌려다 읽었다고 한다. 후에 용안당을 절에 희사하고 절의 이름을 간장암으로 바꾸었다. 광무 3년(1899)에는 이성계 4대조의 묘인 목조릉을 미로면 활기리에 만들면서, 이 절을 원당사찰로 삼아 임금의 은혜를 입었다라는 의미의 천은사로 이름을 바꾸었다. 한국전쟁 때 화재로 완전 폐허가 되다시피 하였는데 1983년 문일봉 스님이 중건하였다. 천은사 경내에는 이승휴를 기리는 사당 동안사가 있다. 봄에는 자갈이 밟히는 오솔길을 따라 걷다보면 만개한 벚꽃나무를 볼 수 있다.",32,32004,삼척 천은사 강원도 삼척시 미로면 로리 불교 조계종 제 교구 월정사 말 사이다 천은사 역사 경덕왕 인도 타의 세 신선 연꽃 가지 창건 백련 거슬러 고려 충렬왕 이승휴 저술 현재 천은사 주변 일대 사적 이승휴 유적지 지정 이승휴 안당 삼화사 불경 안당 절 희사 절의 이름 간장 암 광무 이성계 대조 묘 목조릉 미로면 활기 리 절 사찰 임금 은혜 의미 천은사 이름 한국 전쟁 화재 완전 폐허 일봉 스님 중건 천은사 경내 이승휴 기리 사당 동안 사가 봄 자갈 오솔길 개 벚꽃 나무
128,강원특별자치도,삼척시,검봉산자연휴양림,109,687616,12,"검봉산(劍奉山)은 해발 681.6m 재량폭포를 휘몰아 승지골 천봉 사금산 응봉산 육백산으로 장쾌하게 연결되는 산능성길이는 그 웅장함을 가능할 수 있으며 MTB 매니아에겐 도전의 대상이되고 있다. 산능선엔 철쭉과 솔붓꽃, 애기풀, 제비꽃 등의 꽃들이 아기자기하게 피어 있다. 검봉산 정상에는 동쪽으로 끝없이 보이는 바다와 남쪽은 뾰족하게 솟은 응봉산(998.5m)와 서쪽으로는 사금산(1,092m)이 하늘을 가린다. 또한 임원해수욕장이 차량으로 5~10분거리로 여름철 해변휴양과 연계하여 이용하기 좋은 곳이다. 정상에서 15분쯤 내려서면 임도 삼거리가 나타나며, 이동통신탑과 수방자재 보관을 한 컨테이너가 있다. 모서리에는 동부지방산림관리청에서 설치한 대리석 임도지도 표석이 있다. 상서기 방향 중간 임도를 따라 369.2m봉으로 뻗어내린 지능선을 찾아 임도를 버리고 왼쪽 숲길로 든다. 오른편 계곡에는 상서기와 하서기 마을이 있다.",32,32004,검 봉산 해발 재량 폭포 휘 승지 골 천봉 금산 응봉산 육백산 장쾌 연결 산 능성 길이 웅장 함 매니아 도전 산 능선 철쭉 솔 붓꽃 애기풀 제비꽃 꽃들이 피어 검 봉산 정상 바다 응봉산 금산 하늘 또한 임원 해수욕장 차량 여름철 해변 휴양 계 정상 서면 임도 삼거리 이동통신 탑 방자 재 보관 컨테이너 모서리 동부 지방 산림 관리 청 설치 대리석 임도 지도 표석 상 서기 방향 중간 임도 봉 능선 임도 숲길 계곡 상서 기와 하서 기 마을
129,강원특별자치도,삼척시,비치조각공원,107,129012,12,"비치조각공원은 새천년해안도로변의 주요 볼거리 중의 하나이다. 여름철은 물론 4계절 관광객이 찾아와 조각작품을 감상하면서 휴식 및 더위를 식히는 장소로 인기를 높다. 또한 여름철에는 공원내에 있는 야외무대에서 작은 음악회가 열리기도 한다, 특히 지하공간에 있는 ""카페 마린데크""는 바다와 가장 가까이에서 차나 음료를 마실 수 있는  가장 아름다운 데이트 장소로도 유명하다.",32,32004,비치 각공 새천년 도로 변 주요 볼거리 하나 여름철 계절 관광객 작품 감상 휴식 더위 장소 인기 또한 여름철 원내 야외 무대 음악회 리기 지하공간 카페 마린 데크 바다 가장 차 음료 가장 데이트 장소
130,강원특별자치도,삼척시,대진항,92,2776834,12,"삼척 대진항은 삼척시 근덕면에 위치한 조용한 항구다.큰길에서 멀리 떨어져 있어 인지도가 낮은 편이지만 다양한 고기가 잡혀 낚시꾼들에게는 입소문이 자자한 곳이다.어촌계 자율관리 공동체로 어패류 보관장, 수산물 저온저장시설, 어업인 휴게소 등 어업인들을 위한 다양한 편의시설이 잘 갖추어진 곳이다.",32,32004,삼척 대진항 삼척시 근덕면 항구 큰길 멀리 인지도 편이 고기 낚시꾼 입 소문 어촌 자율 관리 공동체 어패류 보관장 수산물 저장 시설 어업 휴게소 어업 편의 시설
131,강원특별자치도,삼척시,삼척장미공원,81,2613673,12,"삼척시 정상동 오십천 일원 8만5000㎡ 규모에 조성된 삼척 장미공원에는 총 218종 13만 그루 1천만 송이의 장미가 단일 규모로는 세계 최대 수량을 가진 공원으로 아름다운 장관을 이루고 있으며, 야간에는 장미꽃 군락이 조명과 어우러져 환상적인 분위기를 연출한다.산책로와 포토존을 비롯해 장미터널과 이벤트 가든, 바닥분수, 잔디광장, 맨발공원, 인라인 스케이트장, 산책로, 자전거도로 등 각종 휴양 및 편의시설을 갖추고 있는 문화와 휴식, 여가공간이다. 삼척터미널과는 5분거리에 있고 엑스포공원 근처에 자리잡고 있어 교통은 편리하다.(출처 : 강원도청)",32,32004,삼척시 상동 오십천 일원 규모 조성 삼척 장미 공원 총 종 그루 송이 장미 단일 규모 세계 수량 공원 장관 야간 장미꽃 군락 조명 환상 분위기 연출 산책로 포토 존 비롯 장미 터널 이벤트 가든 바닥 분수 잔디 광장 맨발 공원 인 스케이트장 산책로 자전거 도로 각종 휴양 편의 시설 문화 휴식 가공 삼척 터미널 엑스포 공원 근처 잡고 출처 강원 도청
132,강원특별자치도,삼척시,신남항,80,2716754,12,신남항은 삼척시 원덕읍에 있으며 주위에는 해신당 공원과 어촌민속전시관이 있다. 신남항은 바닷가의 슬픈 전설이 내려오는 곳이라 작지만 유명하다. 신남항은 등대가 가장 예쁜 곳이다. 산책코스로 좋은 해신당공원 내려오는 길에 있어 공원 산책 후 바다를 둘러보는 것도 좋다. 신남항은 등대가 아름다운 곳이다.  (출처 : 강원도청),32,32004,신남항 삼척시 원덕읍 해신 공원 어촌 민속 전시관 신남항 바닷가 전설 작 신남항 등대 가장 산책 코스 해신 공원 길 공원 산책 바다 신남항 등대 출처 강원 도청
133,강원특별자치도,속초시,속초관광수산시장,61561,1260275,38,"속초 여행의 필수 코스로 꼽히는 속초관광수산시장은 동해안의 싱싱한 수산물과 특산물로 넘쳐나는 곳이다. 또 오징어순대, 아바이순대, 닭강정까지 온갖 먹거리가 가득하다. 지하 1층, 지상 2층 규모의 큰 상가 건물과 전문화된 골목 시장들이 어우러져 볼거리를 더한다. 상가 건물 1층에는 포목, 야채, 먹거리가, 2층에는 의류와 생활용품, 잡화점을 비롯해 농협 하나로마트가 입점해 있어 다양한 상품들을 구매할 수 있다. 또한 지하에 회센터가 있어 싱싱한 활어와 해산물을 저렴하게 맛볼 수 있다. 골목 시장은 품목에 따라 청과골목, 순대골목, 젓갈어시장골목 등 총 5개의 골목으로 구분된다. 좌판에 깔린 신선한 농산물과 생선 및 건어물들이 발걸음을 자꾸만 늦추게 만든다. 관광객들이 많이 찾는 닭전 골목은 바삭하고 매콤한 닭강정 점포들이 많다. 가게마다 서로 다른 노하우로 관광객들의 입맛을 사로잡는다. 골목 시장은 모두 비가림 시설이 되어 있어 비가 와도 편하게 방문할 수 있으며 깔끔하고 쾌적한 환경과 넓은 주차장을 갖추고 있다.",32,32005,속초 여행 필수 코스 속초 관광 수산시장 동해안 수산물 특산 물 오징어순대 아바이순대 닭강정 온갖 먹거리 지하 지상 규모 상가 건물 전문화 골목 시장 볼거리 상가 건물 포목 야채 먹거리 의류 생활용품 잡화 비롯 농협 하나로마트 입점해 상품 구매 또한 지하 회 센터 활 해산물 골목 시장 품목 청과 골목 순대 골목 젓갈 어시장 골목 총 개 골목 구분 좌판 농산물 생선 건어물 발걸음 자꾸만 관광객 닭전 골목 바삭 매콤 닭강정 점포 가게 서로 다른 노하우 관광객 입맛 골목 시장 비 가림 시설 비 방문 환경 주차장
134,강원특별자치도,속초시,대포항,11055,129596,12,"설악산 기슭의 깨끗한 바닷가에 자리잡은 대포항은 남쪽에서 속초시로 들어오는 관문이라 할 수 있으며 설악산이 두드러진 관광지로 바뀜에 따라 고급생선의 집산지로 유명하게 되었다. 그러나 속초가 개항되기 이전에도 설악산이 있었던 것처럼 속초가 알려지기 전에 이미 대포항은 널리 소개되었던 곳이다. 일제 때는 물론이고 6.25 사변을 전후로 이 시기에 발행된 우리나라 지도에 속초는 나와있지 않지만 동해안쪽을 보면 부산항, 호항, 묵호항, 대포항, 장전항, 원산항 등 항구 표시가 되어 있는 것을 볼 수 있다. 그러나 1937년 7월 1일자로 양양군 도천면 대포리에 있던 면사무소가 속초리로 옮겨갔고, 이어 청초호 주변을 다듬어 속초항이 태어나면서는 대부분의 화물선과 어선들이 여기로 들르게 됨에 따라 1942년 10월 1일자로부터 속초읍이 탄생하였으니 대포항은 한낱 어선 몇척이 드나드는 한적한 포구로 전락해 버렸다.최근에와서는 어항으로서의 대포보다는 관광지로서의 대포로 더욱 더 각광을 받고 있다. 이는 설악산과 척산온천, 동해바다, 청초호와 영랑호의 아름다운 자연이 조화를 이루고 있는 이곳에 대포항이 위치해 있으며 정치망에 걸려드는 광어, 넙치, 방어 등의 고급 생선들이 반드시 대포항을 통하여 처리되기 때문에 신선한 생선을 즐기려는 관광객들이 대포동의 횟집으로 몰려오고 있기 때문이다.",32,32005,설악산 기슭 바닷가 대포항 속초시 관문 설악산 관광지 고급 생선 집산지 속초 개항 이전 설악산 속초 대포항 널리 소개 일제 사변 전후 시기 발행 우리나라 지도 속초 동해 안쪽 부산 항 호항 묵호항 대포항 장전 항 원산항 항구 표시 양양군 도천면 포리 면사무소 속초 리 청초 호 주변 속초 항 대부분 화물선 어선 여기 속초읍 탄생 대포항 어선 척 포구 전락 최근 어항 대포 관광지 대포 더욱 각광 설악산 척산 온천 동해 바다 청초 호 영 호의 자연 조화 대포항 정치 광어 넙치 방어 고급 생선 반드시 대포항 처리 생선 관광객 대포동 횟집
135,강원특별자치도,속초시,동명항,7036,129454,12,"동명항은 속초시 동북쪽에 위치한 항구로 주변 항구에 비해 비교적 큰 규모를 자랑하고 있다. 방파제가 축조되어 고깃배를 비롯한 많은 수의 배들이 정박하고 있다. 조성된 방파제에서는 낚시를 즐길 수 있으며 방파제 입구 쪽에 활어시장이 있어 다양한 해산물을 맛볼 수 있다. 금강산 관광을 위한 여객선이 출항했던 터미널이 있고 국제항로가 개설되어 러시아, 중국을 연결하는 국제 여객터미널이 자리하고 있다. 속초 국제여객터미널은 백두산 관광과 러시아, 중국 상대의 소규모 보따리 무역상들이  자주 이용하는 곳이기도 하다.  동명은 [동쪽에 해가 떠 밝아온다]라는 뜻으로, 이름에 걸맞게 일출이 유명하여 매년 1월 1일에 드넓은 동해바다 위로 떠오르는 일출을 보기 위해 많은 관광객들이 찾고 있다. 항구 주위의 일출 명소로 영금정과 영금정 해돋이 정자, 속초 전망대, 해안 도로 등이 유명하다.",32,32005,동명 항 속초시 동북쪽 항구 주변 항구 비교 규모 방파제 축 고깃배 비롯 수의 배 정박 조성 방파제 낚시 방파제 쪽 활 어시장 해산물 금강산 관광 여객선 출항 터미널 국제 항로 개설 러시아 중국 국제 여객 터미널 속초 국제 여객 터미널 백두산 관광 러시아 중국 상대 소규모 보따리 무역 자주 동명 해 뜻 이름 걸 일출 매년 동해 바다 위로 일출 보기 관광객 항구 일출 명소 금정 금정 해돋이 정자 속초 전망대 해안 도로
136,강원특별자치도,속초시,척산온천장,3122,816272,32,"강원도 속초시 설악산 국립공원 자락에 위치한 척산온천장은 국가승인온천으로 지정될 만큼 수질이 뛰어난 곳으로 잘 알려진 곳이다. 편안하고 안락하게 머물 수 있는 넓은 객실과 주차장을 다량 보유하고 있으며 부대시설로 온천탕, 휴게실, 바비큐장, 한식당이 있어 편안한 휴식을 즐길 수 있다. 또 세미나실이 있어 비즈니스 및 워크샵 등의 목적으로 방문하기에도 좋다.",32,32005,강원도 속초시 설악산 국립공원 자락 척산 온천장 국가승인 온천 지정 수질 객실 주차장 다량 보유 부대 시설 온천 탕 휴게실 바비큐 한식당 휴식 세미 비즈니스 워크샵 목적 방문
137,강원특별자치도,속초시,척산온천휴양촌,2575,2708691,32,"1985년에 문을 연 척산온천휴양촌은 53℃ 온천수가 용출되는 천연 온천을 보유한다. 지하 4000m에서 형성된 온천수는 강한 알칼리성을 띠어 피부 노폐물 제거와 각종 피부병에 효과적이다. 척산온천휴양촌 객실은 침실과 온돌방을 고루 갖췄다. 욕실에 온천수가 나오는 작은 탕이 딸려 있어 방 안에서도 온천욕을 즐길 수 있다. 투숙객에게는 대중온천을 1회 무료 이용할 수 있는 혜택도 주어진다. 부대시설도 매우 다양하다. 온탕·열탕·노천탕·어린이탕 등 각종 탕을 구비한 대중온천, 여성전용 스파테라피 시설인 여성 스파힐링센터, 소나무 3000여 그루가 숲을 이룬 산책로, 설악산 울산바위를 조망할 수 있는 전망대 등 설악산의 맑은 자연과 뜨끈한 온천에서 휴식할 수 있는 요소가 차고 넘친다. 숙소에서 차로 약 10분 안에 속초시립박물관, 설악산자생식물원, 청초호 유원지에 갈 수 있다.[체험프로그램]온천",32,32005,문 연 척산 온천 휴양 천수 용출 천연 온천 보유 지하 형성 천수 알칼리성 띠 피부 노폐물 제거 각종 피부병 효과 척산 온천 휴양 객실 침실 온돌방 고루 욕실 천수 탕 방 욕 투숙 객 대중 온천 혜택 부대 시설 탕 열탕 노천 탕 어린이 탕 각종 탕 구비 대중 온천 여성 스파 테라 피 시설 여성 스파 힐링 센터 소나무 여 그루 숲 산책로 설악산 울산 바위 전망대 설악산 맑은 자연 온천 휴식 요소 차고 숙소 차로 속초 시립 박물관 설악산 자생 식물원 청초 호 유원지 체험 프로그램 온천
138,강원특별자치도,속초시,속초항,1858,987582,12,"속초항은 속초시내에서 가까이에 위치해 있는 항구로 러시아와 백두산으로 들어가는 여객 터미널이 위치해 있다. 항내수면적 160만 km2. 항만법상 1 종항에 속한다. 1905년 연안항로가 처음으로 개설되어 연안선박의 기항지로서 선박 출입이 잦았다. 1945년 8 ·15 광복과 더불어 38선으로 국토가 남북으로 분단되어 북한 치하에 들어가기도 했으며, 1962년 지정항, 1964년 개항장(開港場)이 되었다. 속초항은 근해에 풍부한 수산자원이 부존되어 있어 어항으로 발전했으나, 인근에 양양철광이 개발되면서 철광석 적출항으로도 큰 몫을 차지하고 있다. 또한 한국 유수의 관광지인 설악산(雪嶽山)과 절경을 이루는 해안선을 끼고 있어 관광항만으로 개발되었다. 주요 시설로는 접안시설인 물량장 1,187m가 있으며, 외곽시설로 방파제 1,651 m, 호안(護岸) 1,842m가 있으며 명태 ·꽁치 ·오징어 등을 주요 어종으로 하는 어항이다.",32,32005,속초 항 속초 항구 러시아 백두산 여객 터미널 항 수면 항만 법 종항 연안 항로 처음 개설 연안 선박 기항지 선박 출입 광복 선 국토 남북 분단 북한 치하 정항 개항 속초 항 근해 산자 부존 어항 발전 철광 개발 철광석 적 출항 몫 차지 또한 한국 유수 관광지 설악산 절경 해안선 끼 관광 항만 개발 주요 시설 시설 물량장 외곽 시설 방파제 호안 명태 꽁치 오징어 주요 어종 어항
139,강원특별자치도,속초시,외옹치항,1696,129598,12,"강원도 속초시 속초해수욕장 주변, 대포항에서 그리 멀지 않은 곳에 작고 아담한 규모의 항구인 외옹치항이 있다. 규모가 작고 잘 알려지지 않고, 바로 옆에 위치한 대포항이 워낙 유명한 탓에 상대적으로 외옹치항은 비교적 한산하고 조용하다. 외옹치 주민들의 대부분이 어업을 생업으로 하고 있기 때문에 마을과 포구의 분위기가 향토적이고 어촌의 정취가 물씬 풍긴다. 또 고기잡이 배가 매일 드나들기 때문에 활어난전에서 싱싱한 횟감을 쉽게 구할 수 있다.   대포항보다는 규모도 작고 어종도 적지만 북적거리는 인파에 치이지 않고 편안하고 조용하게 횟감을 고를 수 있어 좋다. 외지인 보다는 현지인이 더 많이 찾는 곳이며, 한번 와 본 사람이면 다시 오고싶어질 만큼 싱싱한 횟감과 조용한 분위기가 장점이다.  매년 1월 1일에는 조용히 해돋이를 감상하기 위하여 이곳을 찾아오는 관광객이 많다. 해질녘 외옹치 포구의 전망대에서 바라보는 바다 풍경이 아름다우며, 어두운 밤바다 위에 떠 있는 집어등의 불빛이 정겹고 낭만적이다.",32,32005,강원도 속초시 속초 해수욕장 주변 대포항 작고 규모 항구 외옹치항 규모 작고 바로 대포항 워낙 탓 상대 외옹치항 비교 옹치 주민 대부분 어업 생업 마을 포구 분위기 향토 어촌 정취 물씬 고기잡이 배 매일 활 난전 횟감 구 대포항 규모 작고 어종 적지 북적 거리 인파 치 횟감 외지 지인 한번 사람 이면 다시 횟감 분위기 장점 매년 해돋이 감상 관광객 해질녘 옹치 포구 전망대 바다 풍경 어 두운 밤 바다 불빛 낭만
